"network","park","transect_id","year","t","rh","period"
"fivepks","LAVO","LAVO_Alpine_LVWB05",1994,7.73991801113379,17.6166993917012,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB05",1995,9.52336059241998,27.5428282188588,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB05",1996,7.6654917724797,30.962211638689,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB05",1997,8.75098359584808,33.9045200924404,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB05",1998,10.5612295787843,37.2821310015975,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB05",1999,9.08991802325014,17.9714629640345,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2000,9.01204918495944,23.4411993476211,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2001,10.798606579421,22.3600956504462,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2002,10.1555737823736,20.19988823621,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2003,10.1400819235161,24.6071047225937,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2004,8.98795078230686,21.699210976968,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2005,9.33508202287017,27.1999826196764,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2006,10.2104917588781,19.1297372833627,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2007,10.0022950719615,23.5264633278378,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2008,11.1479508603205,18.8745359416868,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2009,10.9760655653281,36.3328209665955,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2010,9.13262300706301,24.0546623458628,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2011,11.5340164196296,31.4497710007136,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2012,12.60860654956,21.5424272857729,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2013,9.10065573160766,43.5137371303605,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2014,11.9382785500073,42.9426681799967,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2015,11.0279508047417,48.3638890209745,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2016,12.1550820127862,37.2219291866803,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2017,11.7483606494841,23.8700394259125,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2018,9.72737701603624,22.0304790334623,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2019,8.79860660140632,42.6153641255176,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB05",2020,12.9253278091306,29.1955470794537,"2020"
"fivepks","LAVO","LAVO_Alpine_LVWB06",1980,7.91286880852746,23.3059527688339,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB06",1981,10.1094262990795,25.0358422515822,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB06",1982,7.62467214318572,52.8810062369362,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB06",1983,8.05606559847222,28.1178172005982,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB06",1984,8.11713115895381,34.3213186645117,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB06",1985,5.62442622419263,32.4285937259432,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB06",1986,6.54278679363063,31.1648426241562,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB06",1987,9.43499994668804,19.6093012319237,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB06",1988,11.9004098978199,27.4436564719091,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB06",1989,8.68852458820968,36.2144093044469,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB06",1990,9.2280327843838,41.764303211306,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB06",1991,11.2116393730289,45.999613404274,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB06",1992,10.73188534721,30.8410802092709,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB06",1993,8.85409837472634,33.3903022232603,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB06",1994,8.20147536621719,17.6122047129225,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB06",1995,9.82836067090269,28.1154469144149,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB06",1996,8.1605738401413,30.9583053114961,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB06",1997,9.01516390823927,34.7043125111549,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB06",1998,10.8625410150309,36.8631701488964,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB06",1999,9.44631150511445,17.9132853863669,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2000,9.38918029187156,22.5776115401846,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2001,11.0300000261088,21.7857304410856,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2002,10.3824590151427,19.9815003598323,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2003,10.3749180436134,24.0492091559973,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2004,9.25327864826703,21.5035662543578,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2005,9.5389343949615,27.3376329511893,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2006,10.407213113347,18.8711666914283,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2007,10.1963934742036,22.9949059789298,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2008,11.3520491045029,18.7569525398192,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2009,11.1939344542925,35.8353733527856,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2010,9.38975409601555,23.4763399865784,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2011,11.7381147068055,30.964237940116,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2012,12.7812294412832,21.1615719023298,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2013,9.41311475097156,40.844301512984,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2014,12.1254098395832,41.0094305140073,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2015,11.2559836575242,46.7577506772807,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2016,12.3388524504959,37.279968232405,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2017,11.9407376383172,23.3988035164896,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2018,9.91393441841251,21.3597400510897,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2019,9.03508197284136,42.0046626300108,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB06",2020,13.0695081304331,28.3435213761251,"2020"
"fivepks","LAVO","LAVO_Alpine_LVWB07",1980,7.66688525481302,23.3411407861553,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB07",1981,9.8805739488758,25.1781989805034,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB07",1982,7.39860664039362,53.2489593888892,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB07",1983,7.80122952383073,28.050656103697,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB07",1984,7.87163937678103,34.8708669914574,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB07",1985,5.36737704863314,32.445323345114,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB07",1986,6.30180327227858,30.9888061929922,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB07",1987,9.227704837674,19.6478274024901,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB07",1988,11.7468032719659,27.4685494479586,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB07",1989,8.50516392461589,35.762163361565,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB07",1990,9.01918029589731,41.7330189317953,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB07",1991,11.0419672356277,46.8772363955857,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB07",1992,10.5845082392458,31.7207711397624,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB07",1993,8.66336072859217,33.5456702308577,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB07",1994,7.97008200942493,17.6724227481201,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB07",1995,9.56262295558804,27.7357313720906,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB07",1996,7.87557379437275,31.2559006155514,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB07",1997,8.71786884597091,32.9206576845685,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB07",1998,10.641639361616,36.830251065434,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB07",1999,9.22663925905697,17.9257015957207,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2000,9.1518032260117,22.2987889266405,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2001,10.7313934623218,21.7753530770052,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2002,10.0675408762009,19.9771980770299,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2003,10.0709835833213,24.1522102326643,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2004,9.08975408898025,21.4985584626432,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2005,9.22147537841171,26.9545125179603,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2006,10.1172131632195,18.8548786229775,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2007,9.8955738075444,22.9941942164155,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2008,11.037459076428,18.7130716980481,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2009,10.8981967499999,35.3282962910465,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2010,9.07606553249672,23.3705924549064,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2011,11.4231147883368,31.0573000644074,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2012,12.4736065395543,21.2638577965439,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2013,9.07229504819776,40.4700516677294,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2014,11.9454098529503,41.1111067064473,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2015,11.0823770702862,47.7405308699999,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2016,11.9977869967945,37.1340951225797,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2017,11.7395081891388,23.4219670539997,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2018,9.73991812643458,21.3881196301492,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2019,8.83229508067741,41.7767887965578,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB07",2020,12.891393567695,28.2873717243554,"2020"
"fivepks","LAVO","LAVO_Alpine_LVWB08",1980,7.8970492003394,23.313572953959,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB08",1981,10.0631967098987,24.9727423562378,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB08",1982,7.61327865670939,52.9791237878018,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB08",1983,8.00688524715236,27.8837793674625,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB08",1984,8.09778689556435,35.179793419408,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB08",1985,5.58385248653224,32.2862205813166,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB08",1986,6.53524584848373,31.0149056501076,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB08",1987,9.46262302164171,19.5381284248633,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB08",1988,11.9924590431276,27.5018567921685,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB08",1989,8.76057377115625,36.6578505176013,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB08",1990,9.35844262506141,42.4212521705471,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB08",1991,11.3515573485953,48.4519501690005,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB08",1992,10.9960654759016,32.8028256043059,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB08",1993,9.04950826285315,33.9441620424146,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB08",1994,8.39500005127954,17.9016917699673,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB08",1995,9.8865573503932,29.1465009089376,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB08",1996,8.17081972223813,31.9081564418605,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB08",1997,9.03016395256168,36.9360401737885,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB08",1998,10.9525410093245,37.1361970412927,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB08",1999,9.57737704183235,18.1402065959133,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2000,9.48401640770865,22.8959265546721,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2001,11.0230327551482,22.0290903429516,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2002,10.3555738124691,19.9877806374284,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2003,10.4047540968559,24.850489834293,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2004,9.47868858986214,21.9642353839562,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2005,9.55418035632274,28.4335744185526,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2006,10.4275410175323,19.0212277115368,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2007,10.1503278466522,23.2031737438968,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2008,11.3593442674543,18.8227500583305,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2009,11.2068851893065,36.1261703684682,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2010,9.39032783469216,23.413028861167,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2011,11.7022132228632,30.870253678228,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2012,12.7522131575913,21.4255551578569,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2013,9.26573764691587,40.5000505877323,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2014,12.2053278782329,40.9026271984225,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2015,11.3778689611154,48.2618488737794,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2016,12.17360663414,37.6130730157993,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2017,12.052622943628,23.8223595941653,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2018,10.136147518627,22.1473302020401,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2019,9.22196720369527,42.3216876925015,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB08",2020,13.2283606060216,28.6074673054648,"2020"
"fivepks","LAVO","LAVO_Alpine_LVWB09",1980,8.40327867914419,24.1126492619514,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB09",1981,10.5611475491133,25.025027404066,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB09",1982,8.09000004705836,51.7606484596847,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB09",1983,8.54631157194982,29.0845797931562,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB09",1984,8.59795079465772,35.9843235768256,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB09",1985,6.10999996935735,32.9294891020314,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB09",1986,7.01491800683444,31.3572141967836,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB09",1987,9.85729509103494,19.6982687369722,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB09",1988,12.236311431791,29.2787033026336,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB09",1989,9.0984426248269,36.9697407376571,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB09",1990,9.74516403284229,42.3823099400176,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB09",1991,11.605245848171,47.223764804543,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB09",1992,11.1368851544427,30.6237506817599,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB09",1993,9.33262295801132,33.8237491787457,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB09",1994,8.68237698664431,17.578198601965,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB09",1995,10.4304917151811,31.1854308501619,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB09",1996,8.80139338774759,31.4695574709626,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB09",1997,9.62704923113839,39.5963624608321,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB09",1998,11.415737693427,37.0750120184461,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB09",1999,9.98262295566621,18.0667061053339,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2000,9.95147532908643,25.5440341888881,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2001,11.7099180807833,22.4490662578677,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2002,11.091311470407,20.1252300475464,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2003,11.137377001223,25.2303838241296,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2004,9.99778687367674,22.1192349175938,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2005,10.3364754035825,30.1440595847661,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2006,11.1354918675344,19.1366192014491,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2007,10.9082787232321,23.6938128461603,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2008,12.1363115271584,18.9948679238069,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2009,11.9241802203851,38.4228604494548,"2000-2009"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2010,10.1393442681578,24.0484320237988,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2011,12.4952458866307,31.4258665334983,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2012,13.5390163093317,21.3943709604076,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2013,9.99008198644294,43.4250717524622,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2014,12.8031966412654,43.1021784172683,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2015,11.9660656569434,47.3968928221796,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2016,13.0251640550426,39.4129418935932,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2017,12.7136063790712,24.9198065918,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2018,10.7769672088936,23.0411406667506,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2019,9.81598365697704,44.1056380017859,"2010-2019"
"fivepks","LAVO","LAVO_Alpine_LVWB09",2020,13.8697541815336,30.2598549694311,"2020"
"fivepks","LAVO","LAVO_Alpine_LVWB10",1980,7.5640163734311,23.8865163971166,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB10",1981,9.77508195306434,24.8948412596202,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB10",1982,7.26655737591572,52.6167779183779,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB10",1983,7.67393436588225,29.4027759892042,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB10",1984,7.71409834994644,36.9710132479668,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB10",1985,5.2116393241726,32.8557253372474,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB10",1986,6.13754090324777,31.2406704562609,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB10",1987,9.04975399814668,19.770286952863,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB10",1988,11.5893442161748,28.4110939893566,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB10",1989,8.37795081197238,35.8126664747957,"1980-1989"
"fivepks","LAVO","LAVO_Alpine_LVWB10",1990,8.89262298286938,41.8056064209,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB10",1991,10.8459836615891,45.841059821551,"1990-1999"
"fivepks","LAVO","LAVO_Alpine_LVWB10",1992,10.3550819021757,31.2070943781587,"1990-1999"
