"transect_id","park","recent_br_status","asTEMP","asRH","min_t","max_t","se_t","min_rh","max_rh","se_rh","period","svp","asRHcalc","vpd"
"CRLA_Alpine_CRWB21","CRLA",1,11.2616315378611,60.6610850897736,-8.14999999999998,28.95,0.120428054180526,6,100,0.416807572236214,"2000-2020",1335.71888472814,0.606610850897736,525.457315503028
"CRLA_Alpine_CRWB22","CRLA",1,11.9223653395785,56.2270101483216,-6.94999999999999,28.55,0.120399640619472,5.7,100,0.438183210024046,"2000-2020",1395.40000463289,0.562270101483216,610.808302418275
"CRLA_Alpine_CRWB23","CRLA",1,12.3744730679157,53.0428181108509,-6.64999999999998,29.85,0.121369092922169,5.2,100,0.431235644840372,"2000-2020",1437.57465184346,0.530428181108509,675.044544058434
"CRLA_Alpine_CRWB24","CRLA",0,12.7135050741608,50.6207259953162,-5.44999999999999,29.55,0.122289644887326,6.2,100,0.426949287734446,"2000-2020",1469.93147518012,0.506207259953162,725.841490810281
"CRLA_Alpine_CRWB25","CRLA",1,11.2616315378611,60.6610850897736,-8.14999999999998,28.95,0.120428054180526,6,100,0.416807572236214,"2000-2020",1335.71888472814,0.606610850897736,525.457315503028
"CRLA_Alpine_CRWB26","CRLA",1,12.7766198282592,49.7706869633099,-5.94999999999999,29.55,0.12280588558239,4.3,100,0.42976168185182,"2000-2020",1476.02516222,0.497706869633099,741.397299231797
"CRLA_Alpine_CRWB27","CRLA",1,12.5976580796253,50.7192037470726,-6.14999999999998,29.05,0.122648184635877,4.6,100,0.434772074538808,"2000-2020",1458.80398417085,0.507192037470726,718.910219168825
"CRLA_Alpine_CRWB28","CRLA",1,12.7135050741608,50.6207259953162,-5.44999999999999,29.55,0.122289644887326,6.2,100,0.426949287734446,"2000-2020",1469.93147518012,0.506207259953162,725.841490810281
"CRLA_Alpine_CRWB29","CRLA",1,11.2616315378611,60.6610850897736,-8.14999999999998,28.95,0.120428054180526,6,100,0.416807572236214,"2000-2020",1335.71888472814,0.606610850897736,525.457315503028
"CRLA_Alpine_CRWB30","CRLA",1,12.3744730679157,53.0428181108509,-6.64999999999998,29.85,0.121369092922169,5.2,100,0.431235644840372,"2000-2020",1437.57465184346,0.530428181108509,675.044544058434
"CRLA_Alpine_CRWB41","CRLA",1,11.2616315378611,60.6610850897736,-8.14999999999998,28.95,0.120428054180526,6,100,0.416807572236214,"2000-2020",1335.71888472814,0.606610850897736,525.457315503028
"CRLA_Alpine_CRWB42","CRLA",1,12.5976580796253,50.7192037470726,-6.14999999999998,29.05,0.122648184635877,4.6,100,0.434772074538808,"2000-2020",1458.80398417085,0.507192037470726,718.910219168825
"CRLA_Alpine_CRWB43","CRLA",0,11.9223653395785,56.2270101483216,-6.94999999999999,28.55,0.120399640619472,5.7,100,0.438183210024046,"2000-2020",1395.40000463289,0.562270101483216,610.808302418275
"CRLA_Alpine_CRWB44","CRLA",1,12.7135050741608,50.6207259953162,-5.44999999999999,29.55,0.122289644887326,6.2,100,0.426949287734446,"2000-2020",1469.93147518012,0.506207259953162,725.841490810281
"CRLA_Alpine_CRWB45","CRLA",1,11.2616315378611,60.6610850897736,-8.14999999999998,28.95,0.120428054180526,6,100,0.416807572236214,"2000-2020",1335.71888472814,0.606610850897736,525.457315503028
"CRLA_Alpine_CRWB46","CRLA",1,12.5976580796253,50.7192037470726,-6.14999999999998,29.05,0.122648184635877,4.6,100,0.434772074538808,"2000-2020",1458.80398417085,0.507192037470726,718.910219168825
"CRLA_Alpine_CRWB47","CRLA",1,11.9223653395785,56.2270101483216,-6.94999999999999,28.55,0.120399640619472,5.7,100,0.438183210024046,"2000-2020",1395.40000463289,0.562270101483216,610.808302418275
"CRLA_Alpine_CRWB49","CRLA",1,11.2616315378611,60.6610850897736,-8.14999999999998,28.95,0.120428054180526,6,100,0.416807572236214,"2000-2020",1335.71888472814,0.606610850897736,525.457315503028
"CRLA_Alpine_CRWB50","CRLA",1,11.4478142076503,60.7411787665886,-7.64999999999998,28.95,0.120319116895766,5.5,100,0.429644042543783,"2000-2020",1352.304573535,0.607411787665886,530.898835055353
"CRLA_Alpine_CRWB51","CRLA",1,12.3744730679157,53.0428181108509,-6.64999999999998,29.85,0.121369092922169,5.2,100,0.431235644840372,"2000-2020",1437.57465184346,0.530428181108509,675.044544058434
"CRMO_North_1","CRMO_CRMP",0,16.5637782982045,43.8056986729118,-6.34999999999997,36.85,0.124827797351611,2.2,100,0.39465231961938,"2000-2020",1884.80640082371,0.438056986729118,1059.15378831112
"CRMO_North_100","CRMO_CRMP",0,17.1069086651054,41.0434426229508,-4.44999999999999,36.75,0.130520061335239,2.5,100,0.404718544922019,"2000-2020",1950.89651532798,0.410434426229508,1150.18142342619
"CRMO_North_101","CRMO_CRMP",0,16.7071428571429,44.7775956284153,-6.25,37.15,0.125244740265506,2.3,100,0.396692260090901,"2000-2020",1902.05810394331,0.447775956284153,1050.36221754207
"CRMO_North_103","CRMO_CRMP",0,17.2530444964871,40.675956284153,-4.25,36.55,0.132652958432864,2.3,100,0.413554799415865,"2000-2020",1969.02174482469,0.40675956284153,1168.10332067433
"CRMO_North_104","CRMO_CRMP",0,17.1069086651054,41.0434426229508,-4.44999999999999,36.75,0.130520061335239,2.5,100,0.404718544922019,"2000-2020",1950.89651532798,0.410434426229508,1150.18142342619
"CRMO_North_106","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_107","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_109","CRMO_CRMP",0,16.5637782982045,43.8056986729118,-6.34999999999997,36.85,0.124827797351611,2.2,100,0.39465231961938,"2000-2020",1884.80640082371,0.438056986729118,1059.15378831112
"CRMO_North_11","CRMO_CRMP",0,17.1570647931304,38.7857923497268,-4.34999999999997,36.35,0.132481579487331,2.1,100,0.404001351490591,"2000-2020",1957.10084069071,0.387857923497268,1198.02377254566
"CRMO_North_110","CRMO_CRMP",0,16.6526151444184,46.1465261514442,-6.34999999999997,37.05,0.124764925181181,2.7,100,0.397832652419882,"2000-2020",1895.48030669415,0.461465261514442,1020.78199127006
"CRMO_North_111","CRMO_CRMP",0,17.2530444964871,40.675956284153,-4.25,36.55,0.132652958432864,2.3,100,0.413554799415865,"2000-2020",1969.02174482469,0.40675956284153,1168.10332067433
"CRMO_North_112","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_114","CRMO_CRMP",0,17.1069086651054,41.0434426229508,-4.44999999999999,36.75,0.130520061335239,2.5,100,0.404718544922019,"2000-2020",1950.89651532798,0.410434426229508,1150.18142342619
"CRMO_North_115","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_116","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_117","CRMO_CRMP",0,16.6378610460578,45.3152224824356,-6.34999999999997,36.95,0.124900193710796,2.5,100,0.397315767479246,"2000-2020",1893.70391678877,0.453152224824356,1035.56777373734
"CRMO_North_118","CRMO_CRMP",0,17.2530444964871,40.675956284153,-4.25,36.55,0.132652958432864,2.3,100,0.413554799415865,"2000-2020",1969.02174482469,0.40675956284153,1168.10332067433
"CRMO_North_119","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_12","CRMO_CRMP",0,17.5763466042155,42.7439110070258,-4.14999999999998,37.05,0.132288944698929,2.6,100,0.419573164955227,"2000-2020",2009.64580680785,0.427439110070258,1150.64459158948
"CRMO_North_122","CRMO_CRMP",0,16.6526151444184,46.1465261514442,-6.34999999999997,37.05,0.124764925181181,2.7,100,0.397832652419882,"2000-2020",1895.48030669415,0.461465261514442,1020.78199127006
"CRMO_North_123","CRMO_CRMP",0,17.1069086651054,41.0434426229508,-4.44999999999999,36.75,0.130520061335239,2.5,100,0.404718544922019,"2000-2020",1950.89651532798,0.410434426229508,1150.18142342619
"CRMO_North_124","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_13","CRMO_CRMP",0,16.6378610460578,45.3152224824356,-6.34999999999997,36.95,0.124900193710796,2.5,100,0.397315767479246,"2000-2020",1893.70391678877,0.453152224824356,1035.56777373734
"CRMO_North_14","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_147","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_149","CRMO_CRMP",0,16.5637782982045,43.8056986729118,-6.34999999999997,36.85,0.124827797351611,2.2,100,0.39465231961938,"2000-2020",1884.80640082371,0.438056986729118,1059.15378831112
"CRMO_North_15","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_150","CRMO_CRMP",0,17.2530444964871,40.675956284153,-4.25,36.55,0.132652958432864,2.3,100,0.413554799415865,"2000-2020",1969.02174482469,0.40675956284153,1168.10332067433
"CRMO_North_151","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_152","CRMO_CRMP",0,17.3350897736144,42.0892271662763,-4.25,36.75,0.132341874845417,2.5,100,0.417948418611597,"2000-2020",1979.26232441812,0.420892271662763,1146.20610847726
"CRMO_North_156","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_159","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_16","CRMO_CRMP",0,17.2259172521468,43.2271662763466,-4.44999999999999,36.85,0.131118757909983,2.6,100,0.417310492252797,"2000-2020",1965.64604814681,0.432271662763466,1115.95296250995
"CRMO_North_17","CRMO_CRMP",0,16.5637782982045,43.8056986729118,-6.34999999999997,36.85,0.124827797351611,2.2,100,0.39465231961938,"2000-2020",1884.80640082371,0.438056986729118,1059.15378831112
"CRMO_North_19","CRMO_CRMP",0,17.1069086651054,41.0434426229508,-4.44999999999999,36.75,0.130520061335239,2.5,100,0.404718544922019,"2000-2020",1950.89651532798,0.410434426229508,1150.18142342619
"CRMO_North_2","CRMO_CRMP",0,16.5637782982045,43.8056986729118,-6.34999999999997,36.85,0.124827797351611,2.2,100,0.39465231961938,"2000-2020",1884.80640082371,0.438056986729118,1059.15378831112
"CRMO_North_20","CRMO_CRMP",0,17.1069086651054,41.0434426229508,-4.44999999999999,36.75,0.130520061335239,2.5,100,0.404718544922019,"2000-2020",1950.89651532798,0.410434426229508,1150.18142342619
"CRMO_North_21","CRMO_CRMP",0,16.6378610460578,45.3152224824356,-6.34999999999997,36.95,0.124900193710796,2.5,100,0.397315767479246,"2000-2020",1893.70391678877,0.453152224824356,1035.56777373734
"CRMO_North_22","CRMO_CRMP",0,17.1069086651054,41.0434426229508,-4.44999999999999,36.75,0.130520061335239,2.5,100,0.404718544922019,"2000-2020",1950.89651532798,0.410434426229508,1150.18142342619
"CRMO_North_23","CRMO_CRMP",0,17.1570647931304,38.7857923497268,-4.34999999999997,36.35,0.132481579487331,2.1,100,0.404001351490591,"2000-2020",1957.10084069071,0.387857923497268,1198.02377254566
"CRMO_North_24","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_27","CRMO_CRMP",0,17.1570647931304,38.7857923497268,-4.34999999999997,36.35,0.132481579487331,2.1,100,0.404001351490591,"2000-2020",1957.10084069071,0.387857923497268,1198.02377254566
"CRMO_North_28","CRMO_CRMP",0,17.5763466042155,42.7439110070258,-4.14999999999998,37.05,0.132288944698929,2.6,100,0.419573164955227,"2000-2020",2009.64580680785,0.427439110070258,1150.64459158948
"CRMO_North_3","CRMO_CRMP",0,17.2530444964871,40.675956284153,-4.25,36.55,0.132652958432864,2.3,100,0.413554799415865,"2000-2020",1969.02174482469,0.40675956284153,1168.10332067433
"CRMO_North_30","CRMO_CRMP",0,17.2530444964871,40.675956284153,-4.25,36.55,0.132652958432864,2.3,100,0.413554799415865,"2000-2020",1969.02174482469,0.40675956284153,1168.10332067433
"CRMO_North_31","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_35","CRMO_CRMP",0,17.1069086651054,41.0434426229508,-4.44999999999999,36.75,0.130520061335239,2.5,100,0.404718544922019,"2000-2020",1950.89651532798,0.410434426229508,1150.18142342619
"CRMO_North_36","CRMO_CRMP",0,17.1069086651054,41.0434426229508,-4.44999999999999,36.75,0.130520061335239,2.5,100,0.404718544922019,"2000-2020",1950.89651532798,0.410434426229508,1150.18142342619
"CRMO_North_37","CRMO_CRMP",0,16.6378610460578,45.3152224824356,-6.34999999999997,36.95,0.124900193710796,2.5,100,0.397315767479246,"2000-2020",1893.70391678877,0.453152224824356,1035.56777373734
"CRMO_North_4","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_40","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_42","CRMO_CRMP",0,17.1069086651054,41.0434426229508,-4.44999999999999,36.75,0.130520061335239,2.5,100,0.404718544922019,"2000-2020",1950.89651532798,0.410434426229508,1150.18142342619
"CRMO_North_43","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_44","CRMO_CRMP",0,17.497775175644,41.1494925839188,-4.14999999999998,36.85,0.132669733810878,2.4,100,0.41579239281295,"2000-2020",1999.70611649677,0.411494925839188,1176.83719638876
"CRMO_North_47","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_48","CRMO_CRMP",0,17.3350897736144,42.0892271662763,-4.25,36.75,0.132341874845417,2.5,100,0.417948418611597,"2000-2020",1979.26232441812,0.420892271662763,1146.20610847726
"CRMO_North_5","CRMO_CRMP",0,16.7071428571429,44.7775956284153,-6.25,37.15,0.125244740265506,2.3,100,0.396692260090901,"2000-2020",1902.05810394331,0.447775956284153,1050.36221754207
"CRMO_North_51","CRMO_CRMP",0,17.0812256049961,42.4696721311475,-4.54999999999995,36.75,0.130561593728416,2.6,100,0.412194335084811,"2000-2020",1947.72618873231,0.424696721311475,1120.5332623652
"CRMO_North_52","CRMO_CRMP",0,17.1069086651054,41.0434426229508,-4.44999999999999,36.75,0.130520061335239,2.5,100,0.404718544922019,"2000-2020",1950.89651532798,0.410434426229508,1150.18142342619
"CRMO_North_53","CRMO_CRMP",0,16.6378610460578,45.3152224824356,-6.34999999999997,36.95,0.124900193710796,2.5,100,0.397315767479246,"2000-2020",1893.70391678877,0.453152224824356,1035.56777373734
"CRMO_North_55","CRMO_CRMP",0,17.2530444964871,40.675956284153,-4.25,36.55,0.132652958432864,2.3,100,0.413554799415865,"2000-2020",1969.02174482469,0.40675956284153,1168.10332067433
"CRMO_North_56","CRMO_CRMP",0,16.8600702576112,39.678337236534,-4.64999999999998,36.35,0.12932215833629,2.3,100,0.39085918730071,"2000-2020",1920.61287687855,0.39678337236534,1158.54562258238
"CRMO_North_58","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_59","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_6","CRMO_CRMP",0,17.1069086651054,41.0434426229508,-4.44999999999999,36.75,0.130520061335239,2.5,100,0.404718544922019,"2000-2020",1950.89651532798,0.410434426229508,1150.18142342619
"CRMO_North_60","CRMO_CRMP",0,17.3350897736144,42.0892271662763,-4.25,36.75,0.132341874845417,2.5,100,0.417948418611597,"2000-2020",1979.26232441812,0.420892271662763,1146.20610847726
"CRMO_North_61","CRMO_CRMP",0,16.5637782982045,43.8056986729118,-6.34999999999997,36.85,0.124827797351611,2.2,100,0.39465231961938,"2000-2020",1884.80640082371,0.438056986729118,1059.15378831112
"CRMO_North_62","CRMO_CRMP",0,17.2530444964871,40.675956284153,-4.25,36.55,0.132652958432864,2.3,100,0.413554799415865,"2000-2020",1969.02174482469,0.40675956284153,1168.10332067433
"CRMO_North_63","CRMO_CRMP",0,17.1069086651054,41.0434426229508,-4.44999999999999,36.75,0.130520061335239,2.5,100,0.404718544922019,"2000-2020",1950.89651532798,0.410434426229508,1150.18142342619
"CRMO_North_64","CRMO_CRMP",0,17.3350897736144,42.0892271662763,-4.25,36.75,0.132341874845417,2.5,100,0.417948418611597,"2000-2020",1979.26232441812,0.420892271662763,1146.20610847726
"CRMO_North_66","CRMO_CRMP",0,17.1069086651054,41.0434426229508,-4.44999999999999,36.75,0.130520061335239,2.5,100,0.404718544922019,"2000-2020",1950.89651532798,0.410434426229508,1150.18142342619
"CRMO_North_67","CRMO_CRMP",0,17.1570647931304,38.7857923497268,-4.34999999999997,36.35,0.132481579487331,2.1,100,0.404001351490591,"2000-2020",1957.10084069071,0.387857923497268,1198.02377254566
"CRMO_North_69","CRMO_CRMP",0,16.6378610460578,45.3152224824356,-6.34999999999997,36.95,0.124900193710796,2.5,100,0.397315767479246,"2000-2020",1893.70391678877,0.453152224824356,1035.56777373734
"CRMO_North_7","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_71","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_75","CRMO_CRMP",0,17.1069086651054,41.0434426229508,-4.44999999999999,36.75,0.130520061335239,2.5,100,0.404718544922019,"2000-2020",1950.89651532798,0.410434426229508,1150.18142342619
"CRMO_North_76","CRMO_CRMP",0,17.1069086651054,41.0434426229508,-4.44999999999999,36.75,0.130520061335239,2.5,100,0.404718544922019,"2000-2020",1950.89651532798,0.410434426229508,1150.18142342619
"CRMO_North_78","CRMO_CRMP",0,17.1069086651054,41.0434426229508,-4.44999999999999,36.75,0.130520061335239,2.5,100,0.404718544922019,"2000-2020",1950.89651532798,0.410434426229508,1150.18142342619
"CRMO_North_79","CRMO_CRMP",0,16.8600702576112,39.678337236534,-4.64999999999998,36.35,0.12932215833629,2.3,100,0.39085918730071,"2000-2020",1920.61287687855,0.39678337236534,1158.54562258238
"CRMO_North_8","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_82","CRMO_CRMP",0,17.2530444964871,40.675956284153,-4.25,36.55,0.132652958432864,2.3,100,0.413554799415865,"2000-2020",1969.02174482469,0.40675956284153,1168.10332067433
"CRMO_North_83","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_87","CRMO_CRMP",0,17.1069086651054,41.0434426229508,-4.44999999999999,36.75,0.130520061335239,2.5,100,0.404718544922019,"2000-2020",1950.89651532798,0.410434426229508,1150.18142342619
"CRMO_North_88","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_9","CRMO_CRMP",0,16.7071428571429,44.7775956284153,-6.25,37.15,0.125244740265506,2.3,100,0.396692260090901,"2000-2020",1902.05810394331,0.447775956284153,1050.36221754207
"CRMO_North_90","CRMO_CRMP",0,17.1069086651054,41.0434426229508,-4.44999999999999,36.75,0.130520061335239,2.5,100,0.404718544922019,"2000-2020",1950.89651532798,0.410434426229508,1150.18142342619
"CRMO_North_91","CRMO_CRMP",0,17.2530444964871,40.675956284153,-4.25,36.55,0.132652958432864,2.3,100,0.413554799415865,"2000-2020",1969.02174482469,0.40675956284153,1168.10332067433
"CRMO_North_92","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_93","CRMO_CRMP",0,16.6378610460578,45.3152224824356,-6.34999999999997,36.95,0.124900193710796,2.5,100,0.397315767479246,"2000-2020",1893.70391678877,0.453152224824356,1035.56777373734
"CRMO_North_94","CRMO_CRMP",0,17.1825917252147,39.4595238095238,-4.25,36.45,0.13234289231663,2.4,100,0.40351722178693,"2000-2020",1960.26515901251,0.394595238095238,1186.75386186217
"CRMO_North_95","CRMO_CRMP",0,17.1069086651054,41.0434426229508,-4.44999999999999,36.75,0.130520061335239,2.5,100,0.404718544922019,"2000-2020",1950.89651532798,0.410434426229508,1150.18142342619
"CRMO_North_96","CRMO_CRMP",0,17.3350897736144,42.0892271662763,-4.25,36.75,0.132341874845417,2.5,100,0.417948418611597,"2000-2020",1979.26232441812,0.420892271662763,1146.20610847726
"CRMO_North_99","CRMO_CRMP",0,17.0812256049961,42.4696721311475,-4.54999999999995,36.75,0.130561593728416,2.6,100,0.412194335084811,"2000-2020",1947.72618873231,0.424696721311475,1120.5332623652
"95-GG-15","GLAC",1,9.86920374707261,53.1928181108509,-12.75,29.95,0.131209480818066,10.8,100,0.366038277530937,"2000-2020",1217.24127601301,0.531928181108509,569.75633809321
"95-GG-18","GLAC",1,11.476424668228,55.9540202966433,-12.05,32.35,0.131237425573679,10.8,100,0.371988675066333,"2000-2020",1354.86924917133,0.559540202966432,596.765434497025
"95-GG-20","GLAC",1,11.7973848555816,56.6453942232631,-11.85,33.15,0.130536128157433,11.1,100,0.363929322643263,"2000-2020",1383.93472920821,0.566453942232631,599.99944605557
"95-GG-50","GLAC",1,10.5709992193599,55.6279469164715,-12.45,30.45,0.130137707515063,13.1,100,0.382707888991072,"2000-2020",1275.74599273411,0.556279469164715,566.074689106967
"95-KH-23","GLAC",1,9.13825136612023,53.6775956284153,-13.35,29.15,0.129339914008365,11.8,100,0.3659766273024,"2000-2020",1158.82711971463,0.536775956284153,536.796584361799
"95-KH-24","GLAC",1,9.13825136612023,53.6775956284153,-13.35,29.15,0.129339914008365,11.8,100,0.3659766273024,"2000-2020",1158.82711971463,0.536775956284153,536.796584361799
"95-KH-30","GLAC",1,12.362099921936,54.1418032786885,-10.45,32.95,0.132400577110119,11.3,100,0.36607028290183,"2000-2020",1436.40569836827,0.541418032786885,658.709750873851
"95-KH-31","GLAC",1,12.362099921936,54.1418032786885,-10.45,32.95,0.132400577110119,11.3,100,0.36607028290183,"2000-2020",1436.40569836827,0.541418032786885,658.709750873851
"96-DS-21","GLAC",1,8.60152224824357,54.8324746291959,-13.65,28.75,0.129257214046867,9.4,100,0.364741309636499,"2000-2020",1117.51889788079,0.548324746291959,504.755631723837
"96-KH-01","GLAC",1,12.036455893833,54.6669008587041,-11.55,32.55,0.130411367877875,11.3,100,0.372684241987707,"2000-2020",1405.93903361846,0.546669008587041,637.355735976433
"96-KP-27","GLAC",1,9.57751756440282,54.267681498829,-13.25,30.55,0.129391257614237,8.3,100,0.357392637343775,"2000-2020",1193.62780793353,0.54267681498829,545.873670842705
"96-MK-07","GLAC",1,10.2521467603435,55.4329039812646,-11.95,30.45,0.130580990760842,9.7,100,0.377278439329402,"2000-2020",1248.86560081628,0.554329039812646,556.583131460749
"96-MK-10","GLAC",1,10.2521467603435,55.4329039812646,-11.95,30.45,0.130580990760842,9.7,100,0.377278439329402,"2000-2020",1248.86560081628,0.554329039812646,556.583131460749
